Time Difference (s),Nodes,State,Backfilled
412,1,CANCELLED by 18675,yes
3400,1,COMPLETED,yes
-30,2,TIMEOUT,yes
600,0,FAILED,no
90,1,CANCELLED by 18675,yes
437,30,FAILED,yes
1760,32,COMPLETED,yes
3439,1,CANCELLED by 18306,yes
517,30,FAILED,yes
250,1,CANCELLED by 18675,yes
406,1,FAILED,yes
3388,1,COMPLETED,yes
1496,256,FAILED,yes
805,1,CANCELLED by 18113,yes
579,1,FAILED,yes
293,1,CANCELLED by 18675,yes
303,30,FAILED,yes
407,1,FAILED,yes
1787,1,FAILED,yes
1550,1K,FAILED,yes
-19,3,TIMEOUT,yes
3395,1,COMPLETED,yes
931,1,FAILED,yes
332,1,COMPLETED,yes
0,96,TIMEOUT,yes
588,1,FAILED,yes
2660,48,COMPLETED,yes
-20,32,TIMEOUT,yes
417,1,CANCELLED by 18675,yes
3586,2,FAILED,yes
559,1,FAILED,yes
211,2K,COMPLETED,yes
-24,2,TIMEOUT,yes
589,1,FAILED,yes
-20,1,TIMEOUT,yes
3237,1,CANCELLED by 18306,yes
6558,40,CANCELLED by 15855,yes
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
7200,0,CANCELLED by 15855,no
401,1,CANCELLED by 18675,yes
3617,60,COMPLETED,yes
3659,60,COMPLETED,yes
2636,60,COMPLETED,yes
2632,60,COMPLETED,yes
2642,60,COMPLETED,yes
-26,1,TIMEOUT,yes
500,1,CANCELLED by 18675,yes
457,2K,COMPLETED,yes
6969,32,FAILED,yes
7148,32,FAILED,yes
7147,32,FAILED,yes
7145,32,FAILED,yes
7149,32,FAILED,yes
7149,32,FAILED,yes
7150,32,FAILED,yes
3596,1,COMPLETED,yes
897,1,FAILED,yes
3132,1,CANCELLED by 18306,yes
2152,40,COMPLETED,yes
7088,40,FAILED,yes
2252,40,COMPLETED,yes
2693,40,COMPLETED,yes
6199,40,FAILED,yes
2863,40,COMPLETED,yes
3219,40,COMPLETED,yes
3096,40,COMPLETED,yes
2965,1,CANCELLED by 18113,yes
2914,1.50K,COMPLETED,yes
723,1,COMPLETED,yes
3657,1,FAILED,yes
2601,48,COMPLETED,yes
21600,0,CANCELLED by 16322,no
869,1,COMPLETED,yes
581,1,FAILED,yes
871,1,COMPLETED,yes
-1,1,TIMEOUT,yes
614,1,CANCELLED by 18675,yes
737,1,COMPLETED,yes
1172,1,FAILED,yes
7136,32,FAILED,yes
6633,32,FAILED,yes
6633,32,FAILED,yes
6633,32,FAILED,yes
6632,32,FAILED,yes
6633,32,FAILED,yes
6632,32,FAILED,yes
3596,1,COMPLETED,yes
6303,1,FAILED,yes
424,2K,COMPLETED,yes
6641,32,FAILED,yes
6643,32,FAILED,yes
6643,32,FAILED,yes
6687,32,FAILED,yes
6685,32,FAILED,yes
6685,32,FAILED,yes
6687,32,FAILED,yes
63,1,COMPLETED,yes
21,8,FAILED,yes
761,30,FAILED,yes
3463,1,FAILED,yes
-20,1,TIMEOUT,yes
21597,183,FAILED,yes
21597,183,FAILED,yes
21598,183,FAILED,yes
21597,183,FAILED,yes
21596,183,FAILED,yes
21595,183,FAILED,yes
21516,183,COMPLETED,yes
21532,183,COMPLETED,yes
21494,183,COMPLETED,yes
21500,183,COMPLETED,yes
21536,183,COMPLETED,yes
21470,183,COMPLETED,yes
21470,183,COMPLETED,yes
21598,183,FAILED,yes
21598,183,FAILED,yes
21597,183,FAILED,yes
3175,32,COMPLETED,yes
6730,32,FAILED,yes
3178,32,COMPLETED,yes
3162,32,COMPLETED,yes
3164,32,COMPLETED,yes
3138,32,COMPLETED,yes
3162,32,COMPLETED,yes
-5,32,TIMEOUT,yes
3309,32,COMPLETED,yes
3257,32,COMPLETED,yes
3267,32,COMPLETED,yes
3287,32,COMPLETED,yes
3278,32,COMPLETED,yes
6775,32,FAILED,yes
6775,32,FAILED,yes
6775,32,FAILED,yes
6775,32,FAILED,yes
3449,1,FAILED,yes
5156,40,COMPLETED,yes
5700,40,COMPLETED,yes
3040,40,COMPLETED,yes
5773,40,COMPLETED,yes
3172,40,COMPLETED,yes
3546,40,COMPLETED,yes
4794,40,COMPLETED,yes
4670,40,COMPLETED,yes
5065,40,COMPLETED,yes
2918,40,COMPLETED,yes
3219,40,COMPLETED,yes
3764,40,COMPLETED,yes
3651,40,COMPLETED,yes
2866,40,COMPLETED,yes
2961,40,COMPLETED,yes
3146,40,COMPLETED,yes
3567,40,COMPLETED,yes
4390,40,COMPLETED,yes
3261,40,COMPLETED,yes
3420,40,COMPLETED,yes
3332,40,COMPLETED,yes
2828,40,COMPLETED,yes
2823,40,COMPLETED,yes
3309,40,COMPLETED,yes
2869,40,COMPLETED,yes
3037,40,COMPLETED,yes
3870,256,COMPLETED,yes
593,1,FAILED,yes
-14,256,TIMEOUT,yes
20761,100,COMPLETED,yes
20864,100,COMPLETED,yes
14677,100,COMPLETED,yes
20963,100,COMPLETED,yes
14147,100,COMPLETED,yes
-17,100,TIMEOUT,yes
-6,100,TIMEOUT,yes
20716,100,COMPLETED,yes
-9,100,TIMEOUT,yes
-17,100,TIMEOUT,yes
-6,100,TIMEOUT,yes
-12,100,TIMEOUT,yes
-5,100,TIMEOUT,yes
-21,100,TIMEOUT,yes
2425,64,COMPLETED,yes
16666,100,COMPLETED,yes
16769,100,COMPLETED,yes
16593,100,COMPLETED,yes
16356,100,COMPLETED,yes
16439,100,COMPLETED,yes
16502,100,COMPLETED,yes
7172,183,COMPLETED,yes
16575,100,COMPLETED,yes
15995,100,COMPLETED,yes
-17,100,TIMEOUT,yes
-17,100,TIMEOUT,yes
14185,100,COMPLETED,yes
-6,100,TIMEOUT,yes
16001,100,COMPLETED,yes
16295,100,COMPLETED,yes
14832,100,COMPLETED,yes
2146,100,COMPLETED,yes
-11,100,TIMEOUT,yes
592,1,FAILED,yes
15830,100,COMPLETED,yes
16043,100,COMPLETED,yes
17963,100,COMPLETED,yes
16172,100,COMPLETED,yes
15912,100,COMPLETED,yes
2447,100,COMPLETED,yes
16390,100,COMPLETED,yes
15966,100,COMPLETED,yes
15857,100,COMPLETED,yes
-9,183,TIMEOUT,yes
-12,1,FAILED,yes
3178,1,FAILED,yes
4812,256,COMPLETED,yes
1785,1,COMPLETED,yes
-24,3,TIMEOUT,yes
1785,1,FAILED,yes
1786,1,FAILED,yes
3210,1,COMPLETED,yes
1786,1,FAILED,yes
1783,1,COMPLETED,yes
6306,1,FAILED,yes
31651,6K,CANCELLED by 8445,no
581,30,FAILED,yes
3592,1,COMPLETED,yes
890,4,COMPLETED,yes
3371,1,CANCELLED by 18306,yes
529,30,FAILED,yes
3584,2,FAILED,yes
1783,1,COMPLETED,yes
892,4,COMPLETED,yes
2522,1,CANCELLED by 18306,yes
585,1,FAILED,yes
892,4,COMPLETED,yes
3576,1,COMPLETED,yes
890,4,COMPLETED,yes
282,1,CANCELLED by 18675,yes
1612,64,COMPLETED,yes
6680,1,FAILED,yes
-9,1,TIMEOUT,yes
187,4,CANCELLED by 11729,yes
5585,448,COMPLETED,yes
3562,92,FAILED,yes
2927,1,CANCELLED by 18306,yes
7172,1,FAILED,yes
-26,256,TIMEOUT,yes
-13,4,TIMEOUT,yes
3058,300,FAILED,yes
3198,1,COMPLETED,yes
3574,1,COMPLETED,yes
3569,1,COMPLETED,yes
743,30,FAILED,yes
290,8,COMPLETED,yes
-15,18,TIMEOUT,yes
-21,18,TIMEOUT,yes
-14,18,TIMEOUT,yes
-18,18,TIMEOUT,yes
-15,18,TIMEOUT,yes
6235,18,COMPLETED,yes
3572,1,COMPLETED,yes
7175,64,FAILED,yes
4276,1,CANCELLED by 15622,yes
7146,1,FAILED,yes
7186,64,FAILED,yes
-28,64,TIMEOUT,yes
-9,64,TIMEOUT,yes
3572,1,COMPLETED,yes
0,64,TIMEOUT,yes
165,64,COMPLETED,yes
658,64,COMPLETED,yes
1522,64,COMPLETED,yes
1463,64,COMPLETED,yes
1655,64,COMPLETED,yes
1646,64,COMPLETED,yes
1728,64,COMPLETED,yes
-3,2,TIMEOUT,yes
-1,2,TIMEOUT,yes
-15,2,TIMEOUT,yes
-26,2,TIMEOUT,yes
-4,2,TIMEOUT,yes
-25,2,TIMEOUT,yes
-17,2,TIMEOUT,yes
-20,2,TIMEOUT,yes
-14,2,TIMEOUT,yes
-21,2,TIMEOUT,yes
0,2,TIMEOUT,yes
3344,1,FAILED,yes
7178,10,FAILED,yes
2425,64,CANCELLED by 16795,yes
7185,10,FAILED,yes
5128,4,COMPLETED,yes
3585,1,COMPLETED,yes
2764,1,FAILED,yes
3572,1,COMPLETED,yes
292,8,FAILED,yes
644,1,COMPLETED,yes
7195,10,FAILED,yes
3573,1,COMPLETED,yes
3572,36,COMPLETED,yes
264,10,COMPLETED,yes
2549,64,COMPLETED,yes
3561,1,COMPLETED,yes
1751,1,COMPLETED,yes
2636,32,COMPLETED,yes
1476,96,COMPLETED,yes
3094,1,CANCELLED by 18306,yes
-19,48,TIMEOUT,yes
2423,32,COMPLETED,yes
3592,1,COMPLETED,yes
410,1,CANCELLED by 18675,yes
3593,1,COMPLETED,yes
4970,1,COMPLETED,yes
3053,1,COMPLETED,yes
521,1,CANCELLED by 18675,yes
1164,1,CANCELLED by 16944,yes
287,1,COMPLETED,yes
3536,1,COMPLETED,yes
548,1,CANCELLED by 18675,yes
6745,1,CANCELLED by 15622,yes
541,1,CANCELLED by 18675,yes
-20,1,TIMEOUT,yes
510,1,COMPLETED,yes
7197,1,FAILED,yes
531,1,COMPLETED,yes
6777,2,CANCELLED by 15622,yes
1782,1,FAILED,yes
559,1,FAILED,yes
7197,1,FAILED,yes
591,1,FAILED,yes
5454,6,COMPLETED,yes
3597,1,COMPLETED,yes
7073,8,CANCELLED by 11729,yes
3480,1,CANCELLED by 18306,yes
7192,1,FAILED,yes
7068,2,CANCELLED by 15622,yes
-11,8,TIMEOUT,yes
7076,1,CANCELLED by 15622,yes
3251,1,CANCELLED by 18306,yes
1785,1,COMPLETED,yes
-23,48,TIMEOUT,yes
7192,1,FAILED,yes
1786,1,COMPLETED,yes
1591,1,CANCELLED by 16944,yes
1800,0,CANCELLED by 63015,no
7200,0,CANCELLED by 63015,no
1786,1,COMPLETED,yes
3562,256,FAILED,yes
7193,1,FAILED,yes
31738,256,FAILED,yes
37574,256,NODE_FAIL,yes
30127,256,FAILED,yes
29704,256,FAILED,yes
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
43200,0,CANCELLED by 16570,no
1612,1,CANCELLED by 16944,yes
6876,1K,FAILED,yes
1785,1,COMPLETED,yes
3316,1,FAILED,yes
-14,3,TIMEOUT,yes
1781,1,COMPLETED,yes
1131,1,CANCELLED by 16944,yes
560,8,COMPLETED,yes
303,1,FAILED,yes
1780,1,COMPLETED,yes
6882,12,CANCELLED by 18306,yes
592,1,FAILED,yes
542,1,FAILED,yes
3573,1,COMPLETED,yes
-15,1794,TIMEOUT,yes
437,2136,COMPLETED,no
43143,2136,COMPLETED,no
7193,1,FAILED,yes
42372,2136,COMPLETED,no
810,30,FAILED,yes
494,1,CANCELLED by 18675,yes
1718,1,COMPLETED,yes
900,0,CANCELLED by 17544,no
-26,3,TIMEOUT,yes
3150,1,FAILED,yes
-24,12,TIMEOUT,yes
3568,256,FAILED,yes
43200,0,CANCELLED by 62874,no
549,1,CANCELLED by 18675,yes
17782,768,FAILED,yes
604,384,COMPLETED,yes
1616,1,CANCELLED by 16944,yes
3600,0,CANCELLED by 17544,no
7193,1,FAILED,yes
509,1,CANCELLED by 18675,yes
766,30,FAILED,yes
3565,256,FAILED,yes
525,1,COMPLETED,yes
1282,1,CANCELLED by 16944,yes
-7,256,TIMEOUT,yes
1403,96,COMPLETED,yes
532,1,COMPLETED,yes
1776,1,COMPLETED,yes
262,1,COMPLETED,yes
601,1,CANCELLED by 16944,yes
1785,1,COMPLETED,yes
-6,1,TIMEOUT,yes
-19,1,TIMEOUT,yes
5331,8,FAILED,yes
3600,0,CANCELLED by 18490,no
387,1,CANCELLED by 18675,yes
1783,1,COMPLETED,yes
813,30,FAILED,yes
679,30,FAILED,yes
590,1,FAILED,yes
1954,3,COMPLETED,yes
600,0,FAILED,no
1789,1,FAILED,yes
571,1,COMPLETED,yes
1786,1,COMPLETED,yes
5311,8,FAILED,yes
-26,8,TIMEOUT,yes
591,1,FAILED,yes
985,20,CANCELLED by 14046,yes
590,1,FAILED,yes
238,10,COMPLETED,yes
3600,0,CANCELLED by 18113,no
589,1,FAILED,yes
3600,0,CANCELLED by 17544,no
590,1,FAILED,yes
500,200,COMPLETED,yes
488,200,COMPLETED,yes
-6,200,TIMEOUT,yes
237,200,COMPLETED,yes
3284,1,CANCELLED by 17544,yes
1200,0,CANCELLED by 17873,no
1785,1,COMPLETED,yes
-2,6,TIMEOUT,yes
1786,1,COMPLETED,yes
5731,60,COMPLETED,yes
3541,1,CANCELLED by 17544,yes
366,1,FAILED,yes
2789,1,FAILED,yes
3544,1,FAILED,yes
1786,1,COMPLETED,yes
-26,1,TIMEOUT,yes
572,1,COMPLETED,yes
600,0,FAILED,no
582,1,FAILED,yes
2284,1,COMPLETED,yes
1402,96,COMPLETED,yes
569,1,COMPLETED,yes
1760,1,FAILED,yes
3155,1,FAILED,yes
-7,1,TIMEOUT,yes
1762,1,FAILED,yes
1763,1,FAILED,yes
1764,1,FAILED,yes
3150,1,FAILED,yes
1739,1,FAILED,yes
-6,3,TIMEOUT,yes
4901,64,CANCELLED by 11729,yes
7194,10,FAILED,yes
7193,10,FAILED,yes
5331,8,FAILED,yes
6256,60,COMPLETED,yes
812,30,FAILED,yes
5326,32,FAILED,yes
5326,16,FAILED,yes
-21,105,TIMEOUT,yes
7200,0,CANCELLED by 16819,no
3134,1,FAILED,yes
713,30,FAILED,yes
4961,32,CANCELLED by 11729,yes
3600,0,CANCELLED by 11729,no
2150,2,FAILED,yes
7200,0,CANCELLED by 16819,no
784,30,FAILED,yes
2961,24,COMPLETED,yes
1491,1,CANCELLED by 18113,yes
7182,4,FAILED,yes
5504,1,COMPLETED,yes
7189,6,FAILED,yes
2773,2,COMPLETED,yes
36098,6K,CANCELLED by 8445,no
-5,1,TIMEOUT,yes
-7,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
2697,2,CANCELLED by 14997,yes
268,6,COMPLETED,yes
744,30,FAILED,yes
13070,4K,NODE_FAIL,yes
3600,0,CANCELLED by 14997,no
-19,1920,TIMEOUT,yes
281,10,COMPLETED,yes
2551,2,FAILED,yes
232,10,COMPLETED,yes
-20,6,TIMEOUT,yes
152,1,COMPLETED,yes
1656,1,CANCELLED by 16944,yes
-17,1,TIMEOUT,yes
1598,1,CANCELLED by 16944,yes
1383,1,CANCELLED by 16944,yes
532,1,COMPLETED,yes
892,4,FAILED,yes
892,4,FAILED,yes
525,1,COMPLETED,yes
1005,1,CANCELLED by 16944,yes
521,1,FAILED,yes
892,4,FAILED,yes
894,4,FAILED,yes
4282,1,COMPLETED,yes
893,4,FAILED,yes
396,8,COMPLETED,yes
893,4,FAILED,yes
2715,1,COMPLETED,yes
892,4,FAILED,yes
597,1,FAILED,yes
893,4,FAILED,yes
900,0,CANCELLED by 17894,no
555,1,COMPLETED,yes
839,4,COMPLETED,yes
-16,3,TIMEOUT,yes
3574,10,FAILED,yes
532,1,COMPLETED,yes
826,4,COMPLETED,yes
533,1,COMPLETED,yes
590,1,FAILED,yes
248,10,COMPLETED,yes
571,50,FAILED,yes
245,10,COMPLETED,yes
841,30,FAILED,yes
844,30,FAILED,yes
715,30,FAILED,yes
-10,50,TIMEOUT,yes
7065,2,CANCELLED by 16819,yes
5157,2,COMPLETED,yes
896,4,FAILED,yes
549,4,COMPLETED,yes
885,4,FAILED,yes
1494,96,COMPLETED,yes
2866,10,FAILED,yes
550,4,COMPLETED,yes
-24,10,TIMEOUT,yes
1462,96,COMPLETED,yes
796,30,FAILED,yes
892,4,FAILED,yes
3181,2,COMPLETED,yes
6277,1,COMPLETED,yes
-15,111,TIMEOUT,yes
2741,2,FAILED,yes
2969,2,CANCELLED by 16819,yes
-20,4,TIMEOUT,yes
842,30,FAILED,yes
845,30,FAILED,yes
677,30,FAILED,yes
-28,1,TIMEOUT,yes
-28,1,TIMEOUT,yes
230,2,COMPLETED,yes
-10,8,TIMEOUT,yes
785,30,FAILED,yes
14000,184,COMPLETED,yes
7200,0,CANCELLED by 18239,no
-8,1,TIMEOUT,yes
733,1,COMPLETED,yes
837,1,COMPLETED,yes
764,16,COMPLETED,yes
2555,1,COMPLETED,yes
2545,4,COMPLETED,yes
2536,16,COMPLETED,yes
2584,1,COMPLETED,yes
2575,4,COMPLETED,yes
2523,16,COMPLETED,yes
840,1,COMPLETED,yes
689,1,COMPLETED,yes
720,1,COMPLETED,yes
633,1,COMPLETED,yes
0,1,TIMEOUT,yes
607,1,COMPLETED,yes
604,1,COMPLETED,yes
7191,1,FAILED,yes
7189,1,FAILED,yes
-25,4,TIMEOUT,yes
-25,2,TIMEOUT,yes
7189,1,FAILED,yes
7188,1,FAILED,yes
7194,1,FAILED,yes
0,30,TIMEOUT,yes
0,30,TIMEOUT,yes
2018,3,FAILED,yes
4922,1,CANCELLED by 18573,yes
0,30,TIMEOUT,yes
4986,1,COMPLETED,yes
5318,2,COMPLETED,yes
3123,20,CANCELLED by 14046,yes
43200,0,CANCELLED by 16722,no
43082,9000,FAILED,no
6958,8,CANCELLED by 16819,yes
7200,0,CANCELLED by 16819,no
6958,10,CANCELLED by 16819,yes
6954,1,FAILED,yes
8520,2304,COMPLETED,yes
7054,8,CANCELLED by 16819,yes
7047,10,CANCELLED by 16819,yes
2750,10,CANCELLED by 14046,yes
7160,1,FAILED,yes
4902,8,CANCELLED by 16819,yes
4987,10,CANCELLED by 16819,yes
5959,40,COMPLETED,yes
6469,40,COMPLETED,yes
710,30,FAILED,yes
6285,1,CANCELLED by 16819,yes
6196,100,COMPLETED,yes
9777,200,COMPLETED,yes
5116,1,CANCELLED by 16819,yes
-8,18,TIMEOUT,yes
-29,18,TIMEOUT,yes
-5,18,TIMEOUT,yes
-26,18,TIMEOUT,yes
-17,18,TIMEOUT,yes
-9,18,TIMEOUT,yes
-20,18,TIMEOUT,yes
-2,18,TIMEOUT,yes
-23,18,TIMEOUT,yes
-14,18,TIMEOUT,yes
6427,10,CANCELLED by 16819,yes
7106,2,FAILED,yes
7011,2,CANCELLED by 16819,yes
4636,1,COMPLETED,yes
195,10,COMPLETED,yes
1853,64,COMPLETED,yes
590,30,FAILED,yes
695,30,FAILED,yes
618,30,FAILED,yes
-6,18,TIMEOUT,yes
-5,18,TIMEOUT,yes
-2,18,TIMEOUT,yes
-15,18,TIMEOUT,yes
-30,18,TIMEOUT,yes
-19,18,TIMEOUT,yes
-12,18,TIMEOUT,yes
-27,18,TIMEOUT,yes
-15,18,TIMEOUT,yes
199,2,COMPLETED,yes
405,8,COMPLETED,yes
7141,80,FAILED,yes
5034,1,COMPLETED,yes
4961,2,COMPLETED,yes
-13,80,TIMEOUT,yes
-17,80,TIMEOUT,yes
7166,80,FAILED,yes
-3,80,TIMEOUT,yes
294,1,COMPLETED,yes
-12,80,TIMEOUT,yes
290,1,COMPLETED,yes
50,16,COMPLETED,yes
617,2,COMPLETED,yes
132,2,COMPLETED,yes
7184,4,COMPLETED,yes
7186,2,COMPLETED,yes
50,16,COMPLETED,yes
51,16,COMPLETED,yes
5628,10,CANCELLED by 16819,yes
3,16,COMPLETED,yes
201,2,COMPLETED,yes
60,0,CANCELLED by 18264,no
7182,2,COMPLETED,yes
-29,1,TIMEOUT,yes
-29,1,TIMEOUT,yes
-19,2,TIMEOUT,yes
-21,4,TIMEOUT,yes
287,10,COMPLETED,yes
3578,1,COMPLETED,yes
-12,12,TIMEOUT,yes
3576,1,COMPLETED,yes
3581,1,COMPLETED,yes
3577,1,COMPLETED,yes
3532,1,COMPLETED,yes
3578,1,COMPLETED,yes
3577,1,COMPLETED,yes
3578,1,COMPLETED,yes
3555,1,COMPLETED,yes
3572,1,COMPLETED,yes
3577,1,COMPLETED,yes
3573,1,COMPLETED,yes
-16,2K,TIMEOUT,yes
-21,111,TIMEOUT,yes
600,0,CANCELLED by 15631,no
594,2,COMPLETED,yes
-5,80,TIMEOUT,yes
-5,80,TIMEOUT,yes
-11,80,TIMEOUT,yes
-19,80,TIMEOUT,yes
46,1,COMPLETED,yes
-18,1,CANCELLED by 17581,yes
8412,2304,COMPLETED,yes
-23,1,TIMEOUT,yes
0,2,TIMEOUT,yes
6403,1,COMPLETED,yes
37067,320,COMPLETED,yes
-20,320,TIMEOUT,yes
8501,2304,COMPLETED,yes
7200,0,CANCELLED by 13938,no
7051,1,CANCELLED by 15622,yes
7086,2,CANCELLED by 15622,yes
192,1,FAILED,yes
7200,0,CANCELLED by 17652,no
294,1,FAILED,yes
-8,1,TIMEOUT,yes
6962,2,CANCELLED by 15622,yes
7008,1,CANCELLED by 15622,yes
0,12,TIMEOUT,yes
2187,40,COMPLETED,yes
2013,40,COMPLETED,yes
2136,40,COMPLETED,yes
2164,40,COMPLETED,yes
6661,1,CANCELLED by 15622,yes
-16,512,TIMEOUT,yes
-20,1,TIMEOUT,yes
1746,512,COMPLETED,yes
43174,512,FAILED,yes
6347,512,COMPLETED,yes
19119,512,FAILED,no
7200,0,CANCELLED by 17652,no
6215,15,FAILED,yes
257,1,FAILED,yes
-26,1,TIMEOUT,yes
292,1,FAILED,yes
2282,1,COMPLETED,yes
293,1,FAILED,yes
6601,2,FAILED,yes
199,1,FAILED,yes
-27,1,TIMEOUT,yes
-11,1,TIMEOUT,yes
194,1,FAILED,yes
1306,16,COMPLETED,yes
3576,1,COMPLETED,yes
293,1,FAILED,yes
291,1,FAILED,yes
2517,68,COMPLETED,yes
1690,68,COMPLETED,yes
2627,68,COMPLETED,yes
2550,68,COMPLETED,yes
2496,68,COMPLETED,yes
2576,68,COMPLETED,yes
2628,68,COMPLETED,yes
2623,68,COMPLETED,yes
2661,68,COMPLETED,yes
2622,68,COMPLETED,yes
2611,68,COMPLETED,yes
2528,68,COMPLETED,yes
2688,68,COMPLETED,yes
2622,68,COMPLETED,yes
2546,68,COMPLETED,yes
2549,68,COMPLETED,yes
-25,68,TIMEOUT,yes
-24,32,TIMEOUT,yes
-10,2,TIMEOUT,yes
1775,40,FAILED,yes
290,1,FAILED,yes
3576,1,COMPLETED,yes
3579,1,COMPLETED,yes
3560,1,COMPLETED,yes
6857,120,COMPLETED,yes
1034,40,COMPLETED,yes
290,1,FAILED,yes
993,1,COMPLETED,yes
2653,1,FAILED,yes
274,1,FAILED,yes
3580,1,COMPLETED,yes
2743,1,COMPLETED,yes
204,2,CANCELLED by 17581,yes
71,160,FAILED,yes
245,1,FAILED,yes
8553,2304,COMPLETED,yes
7200,0,CANCELLED by 15855,no
-25,8,TIMEOUT,yes
7200,0,CANCELLED by 16322,no
6516,1,FAILED,yes
110,18,CANCELLED by 18632,yes
-20,2,TIMEOUT,yes
-20,1,TIMEOUT,yes
-27,1,TIMEOUT,yes
278,1,FAILED,yes
-16,1,TIMEOUT,yes
-24,18,TIMEOUT,yes
3014,1000,COMPLETED,yes
496,1000,FAILED,yes
271,1,FAILED,yes
3770,1000,COMPLETED,yes
1382,1000,COMPLETED,yes
1984,1000,FAILED,yes
6701,1,FAILED,yes
244,1,FAILED,yes
-29,1,TIMEOUT,yes
1155,10,FAILED,yes
-11,60,TIMEOUT,yes
246,1,CANCELLED by 17581,yes
1071,60,COMPLETED,yes
1638,60,COMPLETED,yes
1653,60,COMPLETED,yes
1647,60,COMPLETED,yes
6285,60,COMPLETED,yes
286,1,FAILED,yes
1618,60,COMPLETED,yes
1671,60,COMPLETED,yes
252,1,CANCELLED by 17581,yes
1603,60,COMPLETED,yes
1570,60,COMPLETED,yes
1663,60,COMPLETED,yes
1527,60,COMPLETED,yes
1622,60,COMPLETED,yes
-8,60,TIMEOUT,yes
-12,1,TIMEOUT,yes
1626,60,COMPLETED,yes
1362,60,COMPLETED,yes
1637,60,COMPLETED,yes
654,60,COMPLETED,yes
1655,60,COMPLETED,yes
1612,60,COMPLETED,yes
1655,60,COMPLETED,yes
1394,60,COMPLETED,yes
284,1,FAILED,yes
22,18,COMPLETED,yes
7113,2,FAILED,yes
3600,0,CANCELLED by 15957,no
237,1,COMPLETED,yes
205,1,COMPLETED,yes
1969,27,CANCELLED by 15957,yes
220,1,COMPLETED,yes
267,1,COMPLETED,yes
-6,18,TIMEOUT,yes
-4,1,TIMEOUT,yes
3413,1,COMPLETED,yes
169,1,COMPLETED,yes
87,1,COMPLETED,yes
133,1,COMPLETED,yes
250,1,COMPLETED,yes
288,1,COMPLETED,yes
287,1,COMPLETED,yes
249,1,COMPLETED,yes
-16,2,TIMEOUT,yes
5269,2,FAILED,yes
1175,2,COMPLETED,yes
3527,32,COMPLETED,yes
7178,32,FAILED,yes
-5,32,TIMEOUT,yes
3532,32,COMPLETED,yes
-10,32,TIMEOUT,yes
3512,32,COMPLETED,yes
-20,32,TIMEOUT,yes
6575,32,FAILED,yes
-29,32,TIMEOUT,yes
-29,32,TIMEOUT,yes
-29,32,TIMEOUT,yes
-28,32,TIMEOUT,yes
-28,32,TIMEOUT,yes
6669,32,FAILED,yes
6526,32,FAILED,yes
6659,32,FAILED,yes
6649,32,FAILED,yes
1155,2,COMPLETED,yes
7200,0,CANCELLED by 11709,no
2268,1,COMPLETED,yes
2097,1,COMPLETED,yes
2297,1,COMPLETED,yes
2303,1,COMPLETED,yes
2378,1,COMPLETED,yes
2303,1,COMPLETED,yes
2330,1,COMPLETED,yes
2252,1,COMPLETED,yes
2290,1,COMPLETED,yes
2316,1,COMPLETED,yes
2300,1,COMPLETED,yes
2274,1,COMPLETED,yes
2284,1,COMPLETED,yes
2192,1,COMPLETED,yes
2366,1,COMPLETED,yes
2248,1,COMPLETED,yes
2258,1,COMPLETED,yes
2272,1,COMPLETED,yes
2322,1,COMPLETED,yes
-28,32,TIMEOUT,yes
-28,32,TIMEOUT,yes
-28,32,TIMEOUT,yes
-28,32,TIMEOUT,yes
-28,32,TIMEOUT,yes
1549,1,CANCELLED by 15360,yes
-18,18,TIMEOUT,yes
-29,40,TIMEOUT,yes
-29,40,TIMEOUT,yes
-29,40,TIMEOUT,yes
-29,40,TIMEOUT,yes
-28,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
-5,40,TIMEOUT,yes
1661,40,COMPLETED,yes
5067,40,COMPLETED,yes
-7,40,TIMEOUT,yes
-7,40,TIMEOUT,yes
-7,40,TIMEOUT,yes
-13,40,TIMEOUT,yes
-18,40,TIMEOUT,yes
-12,40,TIMEOUT,yes
-12,40,TIMEOUT,yes
-17,40,TIMEOUT,yes
-17,40,TIMEOUT,yes
804,40,COMPLETED,yes
649,40,COMPLETED,yes
610,40,COMPLETED,yes
815,40,COMPLETED,yes
838,40,COMPLETED,yes
968,40,COMPLETED,yes
98,40,COMPLETED,yes
-11,40,TIMEOUT,yes
-11,40,TIMEOUT,yes
1108,40,COMPLETED,yes
2915,40,COMPLETED,yes
-14,40,TIMEOUT,yes
1670,40,COMPLETED,yes
642,40,COMPLETED,yes
1705,40,COMPLETED,yes
